Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Flujo Completo Mov Inventario,,,,2020-03-10 15:47:52,2020-03-10 15:48:01,"8,894s",PASSED
,,,,,,,
Test Cases/Generar_Excels_Secuencias/TC_Generar_Excel_Reporte_Mov_Inventario,,,,2020-03-10 15:47:52,2020-03-10 15:48:01,"8,528s",PASSED
"python.ejecutarAleatoriosPython.runPython(""Reporte"")",,,,2020-03-10 15:47:52,2020-03-10 15:48:01,"8,187s",PASSED
