Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Flujo Completo 20 pies,,,,2020-03-13 10:35:28,2020-03-13 10:35:30,"2,543s",PASSED
,,,,,,,
Test Cases/Generar_Excels_Secuencias/TC_Generar_Excel_Aprobaciones,,,,2020-03-13 10:35:28,2020-03-13 10:35:30,"2,168s",PASSED
"python.ejecutarAleatoriosPython.runPython(""Aprobar"")",,,,2020-03-13 10:35:29,2020-03-13 10:35:30,"1,712s",PASSED
