Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Flujo Completo 20 pies,,,,2020-03-13 10:33:28,2020-03-13 10:33:31,"2,749s",PASSED
,,,,,,,
Test Cases/Generar_Excels_Secuencias/TC_Generar_Excel_Aprobaciones,,,,2020-03-13 10:33:29,2020-03-13 10:33:31,"2,364s",PASSED
"python.ejecutarAleatoriosPython.runPython(""Aprobar"")",,,,2020-03-13 10:33:29,2020-03-13 10:33:31,"1,928s",PASSED
