Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Flujo Completo 20 pies,,,,2020-03-13 11:16:38,2020-03-13 11:16:43,"4,469s",PASSED
,,,,,,,
Test Cases/Generar_Excels_Secuencias/TC_Generar_Excel_Aprobaciones,,,,2020-03-13 11:16:39,2020-03-13 11:16:43,"4,032s",PASSED
"python.ejecutarAleatoriosPython.runPython(""Aprobar"")",,,,2020-03-13 11:16:39,2020-03-13 11:16:43,"3,607s",PASSED
