Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Flujo Completo 20 pies,,,,2020-03-10 10:36:08,2020-03-10 10:36:23,"14,850s",PASSED
,,,,,,,
Test Cases/Generar_Excels_Secuencias/TC_Generar_Excel_Pedidos_20pies,,,,2020-03-10 10:36:08,2020-03-10 10:36:23,"14,510s",PASSED
"python.ejecutarAleatoriosPython.runPython(""Crear20"")",,,,2020-03-10 10:36:09,2020-03-10 10:36:23,"14,178s",PASSED
