Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Flujo Completo 20 pies,,,,2020-03-13 10:29:11,2020-03-13 10:29:14,"3,220s",PASSED
,,,,,,,
Test Cases/Generar_Excels_Secuencias/TC_Generar_Excel_Aprobaciones,,,,2020-03-13 10:29:11,2020-03-13 10:29:14,"2,855s",PASSED
"python.ejecutarAleatoriosPython.runPython(""Aprobar"")",,,,2020-03-13 10:29:12,2020-03-13 10:29:14,"2,389s",PASSED
