Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Flujo Completo 20 pies,,,,2020-03-13 10:13:55,2020-03-13 10:14:02,"7,242s",PASSED
,,,,,,,
Test Cases/Generar_Excels_Secuencias/TC_Generar_Excel_Aprobaciones,,,,2020-03-13 10:13:56,2020-03-13 10:14:02,"6,817s",PASSED
"python.ejecutarAleatoriosPython.runPython(""Aprobar"")",,,,2020-03-13 10:13:56,2020-03-13 10:14:02,"6,055s",PASSED
