Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Flujo Completo 20 pies,,,,2020-03-13 09:44:19,2020-03-13 09:44:39,"19,864s",PASSED
,,,,,,,
Test Cases/Generar_Excels_Secuencias/TC_Generar_Excel_Pedidos_20pies,,,,2020-03-13 09:44:20,2020-03-13 09:44:39,"19,264s",PASSED
"python.ejecutarAleatoriosPython.runPython(""Crear20"")",,,,2020-03-13 09:44:20,2020-03-13 09:44:39,"18,903s",PASSED
