Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Flujo Completo 20 pies,,,,2020-03-13 11:15:23,2020-03-13 11:15:25,"2,300s",PASSED
,,,,,,,
Test Cases/Generar_Excels_Secuencias/TC_Generar_Excel_Aprobaciones,,,,2020-03-13 11:15:23,2020-03-13 11:15:25,"1,943s",PASSED
"python.ejecutarAleatoriosPython.runPython(""Aprobar"")",,,,2020-03-13 11:15:23,2020-03-13 11:15:25,"1,580s",PASSED
