Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Flujo Completo 20 pies,,,,2020-03-11 14:03:22,2020-03-11 14:03:32,"9,781s",PASSED
,,,,,,,
Test Cases/Generar_Excels_Secuencias/TC_Generar_Excel_Aprobaciones,,,,2020-03-11 14:03:23,2020-03-11 14:03:32,"9,363s",PASSED
"python.ejecutarAleatoriosPython.runPython(""Aprobar"")",,,,2020-03-11 14:03:23,2020-03-11 14:03:32,"9,010s",PASSED
