Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Flujo Completo 20 pies,,,,2020-03-13 10:32:53,2020-03-13 10:33:01,"7,302s",PASSED
,,,,,,,
Test Cases/Generar_Excels_Secuencias/TC_Generar_Excel_Aprobaciones,,,,2020-03-13 10:32:54,2020-03-13 10:33:01,"6,759s",PASSED
"python.ejecutarAleatoriosPython.runPython(""Aprobar"")",,,,2020-03-13 10:32:54,2020-03-13 10:33:01,"6,173s",PASSED
